OBJECTID,ORIGINL_RM,REPORT_NUM,REPORT_NAM,SCALE,DATE,MAPUNITNOM,MUNOM1,SOIL_CODE1,SOILNAME1,VARIANT1,PHASE1,CLASS1,EXTENT1,MUNOM2,SOIL_CODE2,SOILNAME2,VARIANT2,PHASE2,CLASS2,EXTENT2,MUNOM3,SOIL_CODE3,SOILNAME3,VARIANT3,PHASE3,CLASS3,EXTENT3,SLOPEP1,SLOPEP2,SLOPEP3,TOPO1,TOPO2,TOPO3,STONE1,STONE2,STONE3,EROSION1,EROSION2,EROSION3,SALINITY1,SALINITY2,SALINITY3,SLOPE_LEN1,SLOPE_LEN2,SLOPE_LEN3,LS_MEAN1,LS_MEAN2,LS_MEAN3,C_ERPOLY,C_AGRI,C_SLOPE,C_GEN,C_DRAIN,C_MAN,C_SALT,C_SOIL,C_SURFTEXT,ERCLS1,ERCLS2,ERCLS3,ERPOLY,ERSYMBOL,AGRI_CAP1,AGRI_CAP2,AGRI_CAP3,AGCAP_CLS1,AGCAP_CLS2,AGCAP_CLS3,AGCAP_GRP1,AGCAP_GRP2,AGCAP_GRP3,SOIL_FACT1,LANDSCAPE1,IRRIG_CLA1,GEN_RATIN1,SOIL_FACT2,LANDSCAPE2,IRRIG_CLA2,GEN_RATIN2,SOIL_FACT3,LANDSCAPE3,IRRIG_CLA3,GEN_RATIN3,SPUD_RTNG1,SPUD_RTNG2,SPUD_RTNG3,DRAINAGE1,DRAINAGE2,DRAINAGE3,SURFTEXT1,SURFTEXT2,SURFTEXT3,SURFTEXTM1,SURFTEXTM2,SURFTEXTM3,TEX_GROUP1,TEX_GROUP2,TEX_GROUP3,MANCON1,MANCON2,MANCON3,TOPSOIL1,TOPSOIL2,TOPSOIL3,SAND_GRAV1,SAND_GRAV2,SAND_GRAV3,ROADFILL1,ROADFILL2,ROADFILL3,BASMNT1,BASMNT2,BASMNT3,NO_BASMNT1,NO_BASMNT2,NO_BASMNT3,ROAD_ST1,ROAD_ST2,ROAD_ST3,TRENCHTYP1,TRENCHTYP2,TRENCHTYP3,AREA_TYPE1,AREA_TYPE2,AREA_TYPE3,COVER_MAT1,COVER_MAT2,COVER_MAT3,S_LAGOON1,S_LAGOON2,S_LAGOON3,SEP_FIELD1,SEP_FIELD2,SEP_FIELD3,PLAY_GRND1,PLAY_GRND2,PLAY_GRND3,PICNIC1,PICNIC2,PICNIC3,CAMP_AREA1,CAMP_AREA2,CAMP_AREA3,PATH1,PATH2,PATH3,SHAPE_Length,SHAPE_Area
57159,Springfield,D88,Springfield,"1:20,000",2022/11/24 00:00:00+00,BVR5-SUW5,BVR/xxxx,BVR,Beaverdam Lake,,,xxxx,50,SUW/xxxx,SUW,Sundown,,,xxxx,50,,,,,,,0,-99.0,-99.0,-99.0,x,x,,x,x,,x,x,,x,x,,,,,-99.0,-99.0,-99.0,-99.0,24,-99,23,25,-99,21,18,23,,,,,,4M,5W,,4,5,,Group 2,Group 3,,3mx,A,3mx A,Fair,4w,A,4w A,Poor,,,,,5,5.0,,I,P,,SL,LS,,,,,MC,CO,,,,,Pcs,Pcs,,Pax,G,,Fw,Pw,,Pw,Vhw,,Fw,Phw,,Fw,Pw,,Phw,Vwg,,Fwg,Vhk,,Fcs,Vcs,,Pk,Vhk,,Phk,Vhg,,Pq,Pqw,,Fsw,Pw,,Fsw,Pw,,Fw,Pw,,1716.08544158326,170716.196863773
98145,St Clements,15,Lac du Bonnet,"1:126,720",2022/11/24 00:00:00+00,Os/T,KLId/xxxx,KLI,"Kline, drained",,d,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,-,-,0.32788,0.0,0.0,21.0,23,21,24,26,40,21,40,21,N,N,N,N,N10,3W,,,3,,,,,,4kw,A,4kw A,Poor,,,,,,,,,,,,P,,,C,,,,,,F,,,FW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059.53800229368,114142.659313582
107559,WOODWORTH,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Msh (m),CAV/xcxx,CAV,Carvey,,,xcxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,x,,,x,,,1,-,-,0.45396,0.0,0.0,21.0,25,22,24,26,31,21,74,22,N,N,N,N,N10,5W,,,5,,,,,,4w,Bt2,4w Bt2,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.6502529229,133481.163809826
32852,Grey,D60,"Dufferin, Grey, Roland, Thompson, Stanley","1:20,000",2022/11/24 00:00:00+00,LLTp,LLTp/xxxx,LLT,"Lelant, peaty",,p,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,26,21,24,27,34,21,34,26,N,N,N,N,N10,6W,,,6,,,Group 4,,,4w,A,4w A,Poor,,,,,,,,,5,,,VP,,,M,,,,,,Om,,,CW,,,Vw,,,Vah,,,Vw,,,Vhw,,,Vaw,,,Vhw,,,Vhw,,,Vkw,,,Vsw,,,Vah,,,Vhg,,,Vsw,,,Vsw,,,Vsw,,,Vs,,,3213.65069791307,208143.547482865
21471,Portage la Prairie,17,Portage la Prairie,"1:20,000",2022/11/24 00:00:00+00,Kn,KLI/xxxx,KLI,Kline,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,25,21,24,26,40,21,40,21,N,N,N,N,N10,5W,,,5,,,Group 3,,,4kw,A,4kw A,Poor,,,,,,,,,5,,,P,,,C,,,,,,F,,,FW,,,Ps,,,Va,,,Paw,,,Vw,,,Paw,,,Paw,,,Vw,,,Pw,,,Psw,,,Ph,,,Vh,,,Psw,,,Psw,,,Psw,,,Psw,,,2727.79101534631,158479.65204383
84961,Armstrong,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,Pe/T,PGU/xx1x,PGU,Peguis,,,xx1x,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,x,,,1,,,x,,,x,,,3,-,-,0.42868,0.0,0.0,23.0,22,21,24,25,33,21,64,21,M,N,N,M,M10,2W,,,2,,,,,,4k,A,4k A,Poor,,,,,,,,,,,,I,,,C,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.97175148331,1399.55056055258
10662,Killarney - Turtle Mountain,D90,Killarney - Turtle Mountain,"1:50,000",2022/11/24 00:00:00+00,HHY6-WKD4/1cxx-xcxx,HHY/1cxx,HHY,Hathaway,,,1cxx,60,WKD/xcxx,WKD,Waskada,,,xcxx,40,,,,,,,0,-99.0,-99.0,-99.0,c,c,,x,x,,1,x,,x,x,,,,,-99.0,-99.0,-99.0,-99.0,22,-99,22,23,-99,21,28,22,,,,,,2T,2T,,2,2,,Group 1,Group 1,,2kx,Bt2,2kx Bt2,Good,2kx,Bt2,2kx Bt2,Good,,,,,4,4,,W,W,,L,L,,,,,ME,ME,,,,,Fb,G,,Va,Va,,Fa,Fa,,Fa,Fa,,Fa,Fa,,Fa,Fa,,Fs,Fs,,G,G,,G,G,,Fkt,Fkt,,Pk,Pk,,Ft,Ft,,G,G,,G,G,,G,G,,18800.7745032687,-4677169.48793501
108793,SIFTON,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Slfs (m),OKL/xcxs,OKL,Oak Lake,,,xcxs,40,SOU/xxxx,SOU,Souris,,,xxxx,30,MNV/xxxx,MNV,Martinville,,,xxxx,30,3.5,1.0,0.5,c,x,x,x,x,x,x,x,x,s,x,x,3,-,-,1.11198,0.42868,0.32788,21.0,25,22,24,26,34,22,34,24,N,N,N,N,N4-N3-N3,5W,3MW,5W,5,3,5,,,,4w,Bt2,4w Bt2,Poor,2mw,A,2mw A,Good,4w,A,4w A,Poor,,,,P,I,P,LS,LFS,L,,,,CO,CO,ME,CW,C,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6212.95033786431,1047461.80298314
94577,SHOAL LAKE,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Nc,NDL/xc1x,NDL,Newdale,,,xc1x,60,VRC/xbxs,VRC,Varcoe,,,xbxs,20,DRO/xxxx,DRO,Drokan,,,xxxx,20,3.5,1.0,0.5,c,b,x,1,x,x,x,x,x,x,s,x,2.0,2,2,0.71777999,0.27671,0.21164,23.0,22,22,22,23,20,22,28,22,M,L,N,M,M6-L2-N2,2T,3N,5W,2,3,5,,,,2kx,Bt2,2kx Bt2,Good,3sw,A,3sw A,Fair,4w,A,4w A,Poor,,,,W,I,P,CL,CL,CL,,,,MF,MF,MF,No Constraints,No Constraints,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699.16415155841,406654.590257092
61327,St Clements,D14,Winnipeg Region,"1:20,000",2022/11/24 00:00:00+00,Kn,KLId/xxxx,KLI,"Kline, drained",,d,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,23,21,24,26,40,21,40,21,N,N,N,N,N10,3W,,,3,,,Group 1,,,4kw,A,4kw A,Poor,,,,,,,,,5,,,P,,,C,,,,,,F,,,FW,,,Ps,,,Va,,,Paw,,,Vw,,,Paw,,,Paw,,,Vw,,,Pw,,,Psw,,,Ph,,,Vh,,,Psw,,,Psw,,,Psw,,,Psw,,,412.119367023949,6464.75136908144
84254,BIFROST,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,Cf,CRN/xxxx,CRN,Crane,,,xxxx,50,MEBp/xx1x,MEB,"Meleb, peaty",,p,xx1x,50,,,,,,,0,0.2,0.5,-9.0,x,x,,ORG,1,,ORG,x,,ORG,x,,3,3,-,0.27313,0.32788,0.0,21.0,28,21,25,27,45,21,35,26,N,N,N,N,N5-N5,O5WD,6W,,O5,6,,,,,0,A,0 A,ORG,4w,A,4w A,Poor,,,,,,,,VP,VP,,M,M,,,,,Om,Om,,Organic,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764.03534959048,114147.471936447
65995,Cornwallis,D97,Cornwallis,"1:20,000",2022/11/24 00:00:00+00,SEE/xxxx,SEE/xxxx,SEE,Sewell,,,xxxx,100, , , ,,, ,0, , , ,,, ,0,-99.0,-99.0,-99.0,x,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,,25,-99,24,26,-99,21,34,24,,,,,,5W,,,5,,,Group 3, , ,4w,A,4w A,Poor,,, ,,,,,,5,,,P,,,LFS,,,,,,CO,,,,,,Ps,,,Pa,,,Pw,,,Vhw,,,Phw,,,Pw,,,Vwg,,,Vhk,,,Pqw,,,Vkg,,,Vhg,,,Pw,,,Pw,,,Pw,,,Pw,,,3189.04204281254,330711.649801594
26084,North Norfolk,D80,North Norfolk,"1:20,000",2022/11/24 00:00:00+00,LLT/xxxx,LLT/xxxx,LLT,Lelant,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,25,21,24,26,34,21,34,23,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,FSL,,,,,,MC,,,CW,,,Ps,,,Pa,,,Pw,,,Vhw,,,Phw,,,Pw,,,Vhw,,,Vhk,,,Pqw,,,Vhk,,,Vhg,,,Pw,,,Pw,,,Pw,,,Pw,,,5442.94026970614,541002.919317288
69940,Whitehead,D99,Whitehead,"1:20,000",2022/11/24 00:00:00+00,TGR/xxxx,TGR/xxxx,TGR,Taggart,,,xxxx,100,,,,,,,0,,,,,,,0,-99.0,,,x,,,x,,,x,,,x,,,,,,,,,,22,-99,22,25,-99,21,31,22,,,,,,2W,,,2,,,Group 1,,,2w,A,2w A,Good,,,,,,,,,3,,,I,,,L,,,,,,ME,,,,,,G,,,Va,,,Faw,,,Pw,,,Faw,,,Faw,,,Pwg,,,Fwg,,,G,,,Fkg,,,Ph,,,Fw,,,Fw,,,Fw,,,Fw,,,7774.10087136341,-663130.221111085
6610,Louise,D83,Louise,"1:50,000",2022/11/24 00:00:00+00,KUD8-DGF2/xxxx-xcxx,KUD/xxxx,KUD,Knudson,,,xxxx,80,DGF/xcxx,DGF,Darlingford,,,xcxx,20,,,,,,,0,0.5,3.5,-9.0,x,c,,x,x,,x,x,,x,x,,3.0,3,,0.32788,1.11198,0.0,23.0,21,21,22,23,20,21,31,22,L,H,N,M,L8-H2,1,2T,,1,2,,Group 1,Group 1,,2kx,A,2kx A,Good,2kx,Bt2,2kx Bt2,Good,,,,,4,4.0,,W,W,,CL,CL,,,,,MF,MF,,No Constraints,No Constraints,,Fs,Fs,,Va,Va,,Fa,Fa,,Fa,Fa,,Fa,Fa,,Fa,Fa,,Fs,Fs,,G,G,,Fs,Fs,,Fak,Fkt,,Pk,Pk,,Fs,Fst,,Fs,Fs,,Fs,Fs,,Fs,Fs,,6988.70010329906,3003368.4903979
86998,ROSSBURN,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,P,STD/xdxx,STD,Stead,,,xdxx,100,,,,,,,0,,,,,,,0,7.5,-9.0,-9.0,d,,,ORG,,,ORG,,,ORG,,,2,-,-,1.82463,0.0,0.0,21.0,28,23,25,27,45,21,36,26,N,N,N,N,N10,O4W,,,O4,,,,,,0,Ct2,0 Ct2,ORG,,,,,,,,,,,,VP,,,M,,,,,,Om,,,Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257.13384425033,800733.394413948
1686,Lorne,D70,Lorne,"1:50,000",2022/11/24 00:00:00+00,FIR/1cxx,FIR/1cxx,FIR,Firdale,,,1cxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,1,,,x,,,1.0,,,0.45396,0.0,0.0,23.0,22,22,22,23,20,21,31,22,M,N,N,M,M10,2T,,,2,,,Group 1,,,2k,Bt2,2k Bt2,Good,,,,,,,,,2,,,W,,,L,,,,,,ME,,,No Constraints,,,Fb,,,Va,,,Fa,,,Fa,,,Fa,,,Fa,,,Fs,,,G,,,Fs,,,Fkt,,,Pk,,,Ft,,,G,,,G,,,G,,,2940.18540941146,446169.937473824
14122,Gimli,D23,"Matlock, Gimli, Riverton","1:20,000",2022/11/24 00:00:00+00,FYL,FYLd/xxxx,FYL,"Fyala, drained",,d,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,23,21,24,26,40,21,40,21,N,N,N,N,N10,3W,,,3,,,Group 1,,,4kw,A,4kw A,Poor,,,,,,,,,5,,,P,,,C,,,,,,F,,,FW,,,Ps,,,Va,,,Paw,,,Vw,,,Paw,,,Paw,,,Vw,,,Pw,,,Psw,,,G,,,Vhk,,,Psw,,,Psw,,,Psw,,,Psw,,,3864.04414189882,332341.681355259
115647,Riverdale,D98,Riverdale,"1:20,000",2022/11/24 00:00:00+00,VRC6-DRO4/xcxx-xbxx,VRC/xcxx,VRC,Varcoe,,,xcxx,60,DRO/xbxx,DRO,Drokan,,,xbxx,40,,,,,,,0,-99.0,-99.0,-99.0,c,b,,x,x,,x,x,,x,x,,,,,-99.0,-99.0,-99.0,-99.0,22,-99,23,25,-99,21,28,22,,,,,,2WT,5W,,2,5,,Group 1,Group 3,,3w,Bt2,3w Bt2,Fair,4w,A,4w A,Poor,,,,,4,5.0,,I,P,,CL,CL,,,,,MF,MF,,,,,Fbs,Fs,,Va,Va,,Faw,Pw,,Pw,Vw,,Faw,Pw,,Faw,Pw,,Pw,Vhw,,Fw,Pw,,Fs,Pw,,Fkt,Ph,,Phk,Vh,,Ftw,Pw,,Fsw,Pw,,Fsw,Pw,,Fsw,Pw,,2569.74457549984,-255701.5988514
79490,Siglunes,16,Grahamdale,"1:126,720",2022/11/24 00:00:00+00,ZZ,$ZZ/xxxx,$ZZ,Water,,,xxxx,100,,,,,,,0,,,,,,,0,-9.0,-9.0,-9.0,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,3,-,-,0.68329,0.0,0.0,6.0,6,6,6,6,6,6,6,6,,N,N,, 10,$ZZ,,,$ZZ,,,,,,$ZZ,$ZZ,$ZZ,$ZZ,,,,,,,,,,,,$ZZ,,,$ZZ,,,,,,$ZZ,,,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.474505183139,47627.9965166422
39390,Albert,20,Boissevain-Melita,"1:20,000",2022/11/24 00:00:00+00,Ok:5-Mh:5,OKL/xxxx,OKL,Oak Lake,,,xxxx,50,$MH/xxxx,$MH,Marsh,,,xxxx,50,,,,,,,0,0.5,0.1,-9.0,x,x,,x,x,,x,x,,x,x,,2.0,2.0,,0.21164,0.16514,0.0,21.0,25,21,24,26,34,21,34,24,N,N,N,N,N5-N5,5W,7W,,5,7.0,,Group 3,Group 4,,4w,A,4w A,Poor,4wx,Di,4wx Di,Poor,,,,,5,5.0,,P,VP,,LS,L,,,MU,,CO,ME,,CW,Marsh,,Ps,Vw,,Pa,Vah,,Pw,Vhw,,Vhw,Vhw,,Phw,Vhw,,Pw,Vaw,,Vwg,Vhw,,Vhk,Vhw,,Pqw,Vw,,Vhk,Vhi,,Vhg,Vhi,,Pw,Vsw,,Pw,Vsw,,Pw,Vsw,,Pw,Vw,,2508.86305947042,132290.703521803
96539,LANSDOWNE,8,West-Lake,"1:126,720",2022/11/24 00:00:00+00,Ag,ASZ/xbxx,ASZ,Agassiz,,,xbxx,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,b,,,x,,,x,,,x,,,2.0,-,-,0.27671,0.0,0.0,21.0,25,21,24,22,21,21,18,24,N,N,N,N,N10,5M,,,5,,,,,,4m,A,4m A,Poor,,,,,,,,,,,,R,,,LS,,,,,,CO,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.44184416861,4437.98708706308
107581,Reynolds,15,Lac du Bonnet,"1:126,720",2022/11/24 00:00:00+00,DP,BYH/xxxx,BYH,Baynham,,,xxxx,50,KMK/xxxx,KMK,Katimik,,,xxxx,30,STD/xxxx,STD,Stead,,,xxxx,20,0.2,0.2,0.2,x,x,x,ORG,ORG,ORG,ORG,ORG,ORG,ORG,ORG,ORG,3,3,3,0.27313,0.27313,0.27313,21.0,28,21,25,27,45,21,69,26,N,N,N,N,N5-N3-N2,O5W1,O4W,O4W,O5,O4,O4,,,,0,A,0 A,ORG,0,A,0 A,ORG,0,A,0 A,ORG,,,,VP,VP,VP,F,F,M,,,,Of,Of,Om,Organic,Organic,Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.7143281322,178638.239766237
100228,St Clements,15,Lac du Bonnet,"1:126,720",2022/11/24 00:00:00+00,Fr,FMS/xbxx,FMS,Framnes,,,xbxx,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,b,,,x,,,x,,,x,,,3.0,-,-,0.42868,0.0,0.0,23.0,22,21,24,25,33,21,64,21,M,N,N,M,M10,2W,,,2,,,,,,4k,A,4k A,Poor,,,,,,,,,,,,I,,,C,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934.40764251544,329579.590999411
112937,Franklin,5,Winnipeg-Morris,"1:126,720",2022/11/24 00:00:00+00,ZZ,$ZZ/xxxx,$ZZ,Water,,,xxxx,100,,,,,,,0,,,,,,,0,-9.0,-9.0,-9.0,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,3,-,-,0.68329,0.0,0.0,6.0,6,6,6,6,6,6,6,6,,N,N,, 10,$ZZ,,,$ZZ,,,,,,$ZZ,$ZZ,$ZZ,$ZZ,,,,,,,,,,,,$ZZ,,,$ZZ,,,,,,$ZZ,,,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28717.2113789271,901506.105185441
92630,St Laurent,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,ZZ,$ZZ/xxxx,$ZZ,Water,,,xxxx,100,,,,,,,0,,,,,,,0,-9.0,-9.0,-9.0,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,,,,0.68329,0.0,0.0,6.0,6,6,6,6,6,6,6,6,,N,N,, 10,$ZZ,,,$ZZ,,,,,,$ZZ,$ZZ,$ZZ,$ZZ,,,,,,,,,,,,$ZZ,,,$ZZ,,,,,,$ZZ,,,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.668835953822,58250.3612999811
28256,North Norfolk,D80,North Norfolk,"1:20,000",2022/11/24 00:00:00+00,LLT/xxxx,LLT/xxxx,LLT,Lelant,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,25,21,24,26,34,21,34,23,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,FSL,,,,,,MC,,,CW,,,Ps,,,Pa,,,Pw,,,Vhw,,,Phw,,,Pw,,,Vhw,,,Vhk,,,Pqw,,,Vhk,,,Vhg,,,Pw,,,Pw,,,Pw,,,Pw,,,1756.24232491051,148501.423532296
3843,Lorne,D70,Lorne,"1:50,000",2022/11/24 00:00:00+00,ERX,$ER/xgxx,$ER,Eroded Slope Complex,,,xgxx,100,,,,,,,0,,,,,,,0,37.5,-9.0,-9.0,g,,,$ER,,,3,,,x,,,3.0,,,40.067532,0.0,0.0,25.0,26,26,24,22,24,21,19,7,S,N,N,S,S10,6T,,,6,,,Group 4,,,4m,Dt2,4m Dt2,Poor,,,,,,,,,5,,,R,,,$ER,,,,,,$ER,,,Eroded slopes,,,Vt,,,Va,,,Pt,,,Vt,,,Vt,,,Vt,,,Vd,,,Vkt,,,Vt,,,Vt,,,Vt,,,Vt,,,Vt,,,Vt,,,Pt,,,7619.46347009944,1576098.77337714
4815,Argyle,D84,Argyle RM,"1:50,000",2022/11/24 00:00:00+00,BWO4-HKS3-MHC3/xxxs-xxxs-xxxx,BWO/xxxs,BWO,Barwood,,,xxxs,40,HKS/xxxs,HKS,Hickson,,,xxxs,30,$MH/xxxx,$MH,Marsh,,,xxxx,30,0.5,0.5,0.1,x,x,x,x,x,x,x,x,x,s,s,x,3.0,3,3,0.32788,0.32788,0.25584,21.0,23,21,23,25,20,22,57,22,L,N,N,N,L4-N3-N3,3N,5W,7W,3,5,7.0,Group 1,Group 3,Group 4,3sw,A,3sw A,Fair,4w,A,4w A,Poor,4wx,Di,4wx Di,Poor,4,5.0,5.0,I,P,VP,L,L,L,,,MU,ME,ME,ME,No Constraints,W,Marsh,Pn,Pn,Vw,Va,Va,Vah,Faw,Pw,Vhw,Pw,Vw,Vhw,Faw,Pw,Vhw,Faw,Pw,Vaw,Pw,Vhw,Vhw,Fw,Pw,Vhw,Fs,Pw,Vw,Fak,Ph,Vhi,Phk,Vh,Vhi,Fnw,Pw,Vsw,Fnw,Pw,Vsw,Fnw,Pw,Vsw,Fsw,Pw,Vw,15267.4160691163,2494604.80753005
40703,Cameron,20,Boissevain-Melita,"1:20,000",2022/11/24 00:00:00+00,Fx,FFX/xxxx,FFX,Fairfax,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,2.0,,,0.21164,0.0,0.0,21.0,25,21,24,26,31,21,38,22,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,CL,,,,,,MF,,,W,,,Fs,,,Va,,,Pw,,,Vw,,,Pw,,,Pw,,,Vhw,,,Pw,,,Pw,,,Ph,,,Vh,,,Pw,,,Pw,,,Pw,,,Pw,,,644.496114474568,25401.4828355416
85857,RUSSELL,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,N,NDL/xcxx,NDL,Newdale,,,xcxx,70,ANL/xbxx,ANL,Angusville,,,xbxx,20,PEN/xxxx,PEN,Penrith,,,xxxx,10,3.5,1.0,0.5,c,b,x,x,x,x,x,x,x,x,x,x,2,2,2,0.71777999,0.27671,0.21164,23.0,22,22,22,23,20,21,28,22,M,L,N,M,M7-L2-N1,2T,2W,5W,2,2,5.0,,,,2kx,Bt2,2kx Bt2,Good,3kw,A,3kw A,Fair,4w,A,4w A,Poor,,,,W,I,P,CL,L,L,,,,MF,ME,ME,No Constraints,No Constraints,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3371.16015324093,756147.326078178
48523,Morton,20,Boissevain-Melita,"1:20,000",2022/11/24 00:00:00+00,Hc/b,HRY/xbxs,HRY,Hartney,,,xbxs,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,b,,,x,,,x,,,s,,,4.0,,,0.60624999,0.0,0.0,24.0,23,21,23,25,20,22,31,22,H,N,N,H,H10,3N,,,3,,,Group 1,,,3s,A,3s A,Fair,,,,,,,,,4,,,I,,,L,,,,,,ME,,,No Constraints,,,Pn,,,Va,,,Faw,,,Pw,,,Faw,,,Faw,,,Pw,,,Fw,,,G,,,Fak,,,Ph,,,Fnw,,,Fnw,,,Fnw,,,Fw,,,14505.0795484103,3429314.80508269
34501,Grey,D60,"Dufferin, Grey, Roland, Thompson, Stanley","1:20,000",2022/11/24 00:00:00+00,ASS7-SUE3,ASS/xxxx,ASS,Almasippi,,,xxxx,70,SUE/xxxx,SUE,St Claude,,,xxxx,30,,,,,,,0,0.5,0.5,-9.0,x,x,,x,x,,x,x,,x,x,,3.0,3,,0.32788,0.32788,0.0,21.0,23,21,22,25,21,21,21,24,N,L,N,N,N7-L3,3MW,3W,,3,3,,Group 2,Group 1,,2mw,A,2mw A,Good,3w,A,3w A,Fair,,,,,3,3.0,,I,I,,LFS,FSL,,,,,CO,MC,,C,No Constraints,,Ps,Fb,,Pa,Paq,,Fw,Faw,,Pw,Pw,,Fw,Pf,,Fw,Pf,,Vks,Vhs,,Vk,Phk,,Pq,G,,Vk,Vk,,Fhg,Phg,,Fsw,Pw,,Fsw,Pw,,Fsw,Pw,,Fw,Fsw,,6125.29676020479,1726817.2548053
4795,Louise,D83,Louise,"1:50,000",2022/11/24 00:00:00+00,HOS,HOS/xxxx,HOS,Horose,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,25,21,24,26,31,21,29,22,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,CL,,,,,,MF,,,W,,,Fs,,,Va,,,Pw,,,Vw,,,Pw,,,Pw,,,Vhw,,,Pw,,,Pw,,,Ph,,,Vh,,,Pw,,,Pw,,,Pw,,,Pw,,,1476.57118885352,144352.205306681
